"CID","Result","query"
"39676","The Henry's Law constant for vinclozolin is estimated as 1.7X10-8 atm-cu m/mole(SRC) derived from its vapor pressure, 2.6X10-6 mm Hg(1), and water solubility, 2.6 mg/L(2). This Henry's Law constant indicates that vinclozolin is expected to be essentially nonvolatile from water surfaces(3). Vinclozolin's estimated Henry's Law constant indicates that volatilization from moist soil surfaces is not expected(SRC). Vinclozolin is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","VINCLOZOLIN"
"39929","The Henry's Law constant for 2,3,7,8-tetrachlorodibenzofuran is estimated as 1.54X10-5 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that 2,3,7,8-tetrachlorodibenzofuran is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep flowing 1 m/sec with a wind velocity of 3 m/sec) can be estimated to be 4 days(2). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 37 days(SRC). However, volatilization from water surfaces is expected to be attenuated by adsorption to suspended solids and sediment in the water column(SRC). The estimated volatilization half-life from a model pond is 5,800 years if adsorption is considered(3). 2,3,7,8-Tetrachlorodibenzofuran is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 1.5X10-6 mm Hg(SRC), determined from a fragment constant method(4).","2,3,7,8-TETRACHLORODIBENZOFURAN"
"4004","The Henry's Law constant for malathion is reported as 4.89X10-9 atm-cu m/mole(1). This Henry's Law constant indicates that malathion is expected to be essentially nonvolatile from water and moist soil surfaces(2). Malathion is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 3.97X10-5 mm Hg(3).","MALATHION"
"40326","The Henry's Law constant for permethrin is estimated as 2.4X10-6 atm-cu m/mole(SRC) derived from its vapor pressure, 5.18X10-8 mm Hg(1), and water solubility, 0.0111 mg/L(1). This Henry's Law constant indicates that permethrin is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 39 days(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 289 days(SRC). However, volatilization from water surfaces is expected to be attenuated by  adsorption to suspended solids and sediment in the water column(SRC). The estimated volatilization half-life from a model pond exceeds 100 years if adsorption is considered(3). Permethrin's Henry's Law constant and adsorption to soil indicates that volatilization from moist soil surfaces is not expected to be an important fate process(SRC). Permethrin is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure.","PERMETHRIN"
"40470","To test whether soils differed in their ability to degrade PCBs, PCB-contaminated pond sediment was incubated in shake culture with 8 agricultural or forest soils. The rate and degree of degradation of Aroclor 1248, 1254, and 1260 present in the sediment were followed over 112 days. All soils but one degraded Aroclor 1248 at least 70% in 14 days and over 90% in 112 days. Aroclor 1254 was much slower than that of Aroclor 1248, and only approximately 40% of 1254 was degraded in 112 days. Aroclor 1260 was not degraded by any soil sample. As the growth of aerobic organisms in the shake cultures increased, degradation of Aroclor 1248 also increased in parallel. The number of organisms in the shake cultures that were able to use Aroclor 1221 as a carbon source reached a peak at 70 days, indicating a lag of growth of Aroclor-degrading organisms..
The Henry's Law constant for Aroclor 1254 is 2.83X10-4 atm-cu m/mole at 25 °C(1). This Henry's Law constant indicates that Aroclor 1254 is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 11 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 9 days(SRC). Aroclor 1254's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). However, volatilization from water surfaces is expected to be attenuated by adsorption to suspended solids and sediment in the water column. The volatilization half-life from a model pond is about 2 years when adsorption is considered(3). Aroclor 1254 is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 7.71X10-5 mm Hg(4). Research studies indicates that volatilization of lower chlorinated and ortho-enriched congeners are greatly enhanced from wet versus dry sand or sediment(5). This was attributed to desorption followed by evaporation-enhanced volatilization(5). In one study, a series of experiments were conducted to measure the rate of volatile loss of Aroclor 1254 from subaqueous quartz sand under laboratory conditions(6). Congeners with the fewest number of chlorines were preferentially lost. Overall, 34.5% of the initial concentration of Aroclor 1254 applied to the subaqueous quartz sand volatilized within 24 hrs(6)..
Vapor loss of Aroclor 1254 from clay soil was negligible over a 4 week period, but vapor loss from sand varied from 10-75% over the same period with evaporation of the lower chlorinated cogeners occurring at the faster rates(1). Vapor loss of Aroclor 1254 from three different soils was observed to be 40-50% over 2-4 months(2). Volatilization was observed to be the major process by which Aroclor 1254 was lost from three unamended calcareous soils from New Mexico during 240 days of monitoring; amending the soils with sewage sludge decreased the rate of volatilization(3).","AROCLOR 1254"
"40813","The Henry's Law constant for pyriminil is estimated as 1.84X10-16 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that pyriminil is expected to be essentially nonvolatile from moist soil or water surfaces(2). Pyriminil is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 3.39X10-9 mm Hg(SRC), determined from a fragment constant method(3).","PYRIMINIL"
"4109","The Henry's Law constant for methomyl is estimated as 1.9X10-11 atm-cu m/mole(SRC) derived from its vapor pressure, 5.4X10-6 mm Hg(1), and water solubility, 58,000 mg/l(2). This Henry's Law constant indicates that methomyl is expected to be essentially nonvolatile from water surfaces(3). Methomyl's estimated Henry's Law constant indicates that volatilization from moist soil surfaces is not expected to be an important environmental fate process(SRC). Methomyl is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","METHOMYL"
"4115","The Henry's Law constant for methoxychlor is 2.03X10-7 atm-cu m/mole(1). This Henry's Law constant indicates that methoxychlor is expected to be essentially nonvolatile from water(2) and moist surfaces(SRC). Methoxychlor is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 4.2X10-5 mm Hg(3), determined from a fragment constant method(3).","METHOXYCHLOR"
"4130","The Henry's Law constant for methyl parathion is 1.0X10-7 atm-cu m/mole(1). This Henry's Law constant indicates that methyl parathion is expected to be essentially nonvolatile from water surfaces(2). Methyl parathion's Henry's Law constant(1) indicates that volatilization from moist soil surfaces is not expected to occur(SRC). Methyl parathion is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 3.5X10-6 mm Hg at 25 °C(3). Vapor losses from soil incorporated methyl parathion were much lower than from glass surfaces and the same trend would probably apply to parathion(4). Volatilization of methyl parathion from wet soil was measured to be 0.7% one day after application; volatilization from dry soil was much slower than from wet soil(5).","METHYL PARATHION"
"42128","The Henry's Law constant for 2,3,4,7,8-pentachlorodibenzofuran is estimated as 5.0X10-6 atm-cu m/mole(SRC) derived from its vapor pressure, 2.63X10-9 mm Hg(1), and water solubility, 2.35X10-4 mg/l(2). This Henry's Law constant indicates that 2,3,4,7,8-pentachlorodibenzofuran is expected to volatilize from water surfaces(3). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(3) is estimated as 9.1 days(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(3) is estimated as 106 days(SRC). However, volatilization from water surfaces is expected to be attenuated by adsorption to suspended solids and sediment in the water column(SRC). The estimated volatilization half-life from a model pond is >59 years if adsorption is considered(4). 2,3,4,7,8-Pentachlorodibenzofuran is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","2,3,4,7,8-PENTACHLORODIBENZOFURAN"
"4485","The Henry's Law constant for Nifedipine is estimated as 7.3X10-14 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that Nifedipine is expected to be essentially nonvolatile from water surfaces(2). Nifedipine's Henry's Law constant indicates that volatilization from moist soil surfaces is not expected to occur(SRC). Nifedipine is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 2.6X10-8 mm Hg(SRC), determined from a fragment constant method(3).","Nifedipine"
"448537","The Henry's Law constant for diethylstilbestrol is estimated as 5.8X10-8 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that diethylstilbestrol is expected to be essentially nonvolatile from water surfaces(2). Diethylstilbestrol's Henry's Law constant(1) indicates that volatilization from moist soil surfaces is not expected to occur(SRC). Diethylstilbestrol is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 1.4X10-8 mm Hg(3), determined from a fragment constant method(SRC).","DIETHYLSTILBESTROL"
"4616","The Henry's Law constant for oxazepam is estimated as 5.5X10-10 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that oxazepam is expected to be essentially nonvolatile from water and moist soil surfaces(2). Oxazepam is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 4.2X10-12 mm Hg(SRC), determined from a fragment constant method(3).","OXAZEPAM"
"4618","The Henry's Law constant for oxydemeton-methyl is estimated as 1.6X10-13 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that oxydemeton-methyl is expected to be essentially nonvolatile from water surfaces(2). Oxydemeton-methyl is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 2.85X10-5 mm Hg(3). However, it has been estimated that between 3.5 to 6.5 kg or more of oxydemeton-methyl would volatilize from 1 ha of oxydemeton-methyl-treated loam soil at 25 °C during a year(4).","OXYDEMETON METHYL"
"47576","The Henry's Law constant for ketoconazole is estimated as 5.6X10-20 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that ketoconazole is expected to be essentially nonvolatile from water and moist soil surfaces(2). Ketoconazole is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 6.4X10-14 mm Hg(SRC), determined from a fragment constant method(3).","KETOCONAZOLE"
"4767","The Henry's Law constant for phenothrin is estimated as 6.8X10-6 atm-cu m/mole(1), based upon its vapor pressure 1.43X10-7 mm Hg(1), and water solubility, 9.7X10-3 mg/L(1). This Henry's Law constant indicates that phenothrin is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 7 days(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 81 days(SRC). However, volatilization from water surfaces is expected to be attenuated by adsorption to suspended solids and sediment in the water column. The estimated volatilization half-life from a model pond is 120 years if adsorption is considered (3). Phenothrin's estimated Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). Phenothrin is not expected to volatilize from dry soil surfaces(SRC) based its vapor pressure(1).","PHENOTHRIN"
"4933","The Henry's Law constant for propanil is estimated as 1.7X10-9 atm-cu m/mole(SRC) derived from its vapor pressure, 9.08X10-7 mm Hg(1), and water solubility, 152 mg/L(1). This Henry's Law constant indicates that propanil is expected to be essentially nonvolatile from moist soil and water surfaces(2). Propanil is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","PROPANIL"
"5054","The Henry's Law constant for resorcinol is estimated as 9.9X10-11 atm-cu m/mole(SRC) derived from its vapor pressure, 4.89X10-4 mm Hg(1), and water solubility, 7.17X10+5 mg/L(2). This Henry's Law constant indicates that resorcinol is expected to be essentially nonvolatile from water and moist soil surfaces(3). Resorcinol is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","RESORCINOL"
"51605","The Henry's Law constant for fenoxycarb is estimated as 4.3X10-10 atm-cu m/mole(SRC) derived from its vapor pressure, 6.50X10-9 mm Hg(1), and water solubility, 6.00 mg/L(2). This Henry's Law constant indicates that fenoxycarb is expected to be essentially nonvolatile from water surfaces(3). Fenoxycarb is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure of 6.5X10-9 mm Hg(1).","FENOXYCARB"
"5216","THE EFFECT OF MOISTURE ON VOLATILITIES OF SEVEN S-TRIAZINES WAS DETERMINED AT 45 °C ON TIFTON LOAMY SAND. ON WET SOIL THE ORDER OF LOSS OF HERBICIDES WAS TRETAZINE > ATRAZINE > AMETRYN APPROX EQUAL TO PROPAZINE APPROX EQUAL TO PROMETRYN APPROX EQUAL TO PROMETONE > SIMAZINE, WHEREAS ON DRY SOIL THE LOSSES WERE NOT AS EXTENSIVE. THE ORDER WAS TRIETAZINE > PROPAZINE > ATRAZINE APPROX EQUAL TO SIMAZINE APPROX EQUAL TO PROMETONE > AMETRYN APPROX EQUAL TO PROMETRYN. ADSORPTION AND WATER SOLUBILITY WERE SUGGESTED AS FACTORS THAT CAN AFFECT THE RATE OF VAPORIZATION OF THESE HERBICIDES..
The Henry's Law constant for simazine is estimated as 9.4X10-10 atm-cu m/mole(SRC) derived from its vapor pressure, 2.2X10-8 mm Hg(1), and water solubility, 6.2 mg/L(1). This Henry's Law constant indicates that simazine is expected to be essentially nonvolatile from water and moist soil surfaces(2). Simazine is not expected to volatilize from dry soil surfaces based on its vapor pressure(1).","SIMAZINE"
"5281303","The Henry's Law constant for azadirachtin is estimated as 2.8X10-25 atm-cu m/mole(SRC)derived from a vapor pressure of 2.7X10-11 mm Hg(1) and a water solubility of 260 mg/L(1). This Henry's Law constant indicates that azadirachtin is expected to be essentially nonvolatile from moist soil and water surfaces(2). Azadirachtin is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","Azadirachtin"
"5284461","The Henry's Law constant for T-2 Toxin is estimated as 5.5X10-18 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that T-2 Toxin is expected to be essentially nonvolatile from water and moist soil surfaces(2). T-2 Toxin is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 3.1X10-11 mm Hg(SRC), determined from a fragment constant method(3).","T-2 TOXIN"
"5284469","Toxaphene is a mixture of many congeners, each of which has its own Henry's Law constant. A Henry's Law constant of 6.00X10-6 mm Hg has been measured for the mixture(1). Henry's Law constant measurements for the individual congeners are not available; however, estimated values for a representative hexachloro- and decachloro- congener found in the toxaphene mixture of 3.5X10-4 and 5.4X10-6 cu cm/molecule-sec, respectively, (SRC) using a fragment constant estimation method(2). These Henry's Law constant values indicate that toxaphene is expected to volatilize from water surfaces(3). Using an estimatation method(6), a model pond, 2 m deep, had estimated volatilization half-lives of 5 and 165 days(SRC) for the representative hexachloro- and decachloro- congeners, respectively, without considering sorption to particulate matter. However, these half-lives increased to 660 days and 365 years, respectively, when sorption was considered(6), indicating that sorption may attenuate the rate of the volatilization process considerably(SRC). Toxaphene's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). Cotton plants treated with toxaphene at a level of 2.24 kg/ha by aerial application lost 26% of the toxaphene via evaporation with the greatest loss occurring mid-afternoon(5). The researchers concluded that volatile loss of toxaphene was 3.5 g/ha 4 to 5 days after application. They found that evaporation and subsequent aerial transport is probably the major pathway of toxaphene dissipation from cotton(5). Loss of toxaphene in dry, aerobic soil was slower at a depth of 7.5 cm than from soil surfaces(6).","CAMPHECHLOR"
"5284484","The Henry's Law constant for zineb is estimated as <2.7X10-9 atm-cu m/mole(1). This Henry's Law constant and zineb being a zinc salt indicate that zineb is essentially nonvolatile from water surfaces(2). It is estimated that vapor losses of zineb from agricultural land would be low, <0.1 kg/ha/yr(3). Zineb is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of <7.5X10-8 mm Hg(1).","ZINEB"
"5327","The Henry's Law constant for sulfamethazine is estimated as 1.93X10-10 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that the neutral species of sulfamethazine is expected to be essentially nonvolatile from water and moist soil surfaces(2). A pKa of 7.65(2) indicates sulfamethazine will exist almost partially in the anion form at pH values of 5 to 9 and, therefore, volatilization of the ionic form from water surfaces is not expected to be an important fate process(SRC). Sulfamethazine is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 6.8X10-9 mm Hg(SRC), determined from a fragment constant method(3).","SULFAMETHAZINE"
"5329","The Henry's Law constant for sulfamethoxazole is estimated as 6.4X10-13 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that sulfamethoxazole is expected to be essentially nonvolatile from water surfaces(2). Sulfamethoxazole is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 6.9X10-8 mm Hg(SRC), determined from a fragment constant method(3).","SULFAMETHOXAZOLE"
"5366415","When applied to moist soil surface without soil incorporation, metham itself is not volatile; but its main breakdown product, methyl isothiocyanate, is rapidly lost by volatility. /Metham/.
Sodium methyldithiocarbamate is essentially nonvolatile from water surfaces and dry soil surfaces(1). The major transformation product of sodium methyldithiocarbamate is methyl isothiocyanate, which volatilizes rapidly(2,3). In soil, this transformation occurs at an extent >90% (following first-order kinetics), corresponding to a half-life of about 0.06 days(3).","METHAM SODIUM"
"5429","The Henry's Law constant for theobromine is estimated as 1.6X10-11 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that theobromine is expected to be essentially nonvolatile from water surfaces(2). Theobromine is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 1.1X10-11 mm Hg(SRC), determined from a fragment constant method(3).","THEOBROMINE"
"5455","The Henry's Law constant for thiram is 3.26X10-7 atm-cu m/mole(1). This Henry's Law constant indicates that thiram is expected to be essentially nonvolatile from moist soil and water surfaces(2). Thiram is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 1.72X10-5 mm Hg(1).","THIRAM"
"5569","The Henry's Law constant for trifluralin is 1.03X10-4 atm-cu m/mole(1). This Henry's Law constant indicates that trifluralin is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 21 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 12 days(SRC). The volatilization half-life from a model pond is about 30 months when adsorption is considered(3). Trifluralin's Henry's Law constant(1) indicates that volatilization from moist soil surfaces may occur(SRC). In a laboratory study, trifluralin underwent 24% volatilization loss from a Lakeland soil in 3 hours; the rate of volatilization increased with increasing soil moisture(4). Volatilization losses for trifluralin amounted to approx 16% after 32 days in dry soil, approx 28% loss in moist soil and 40% loss in flooded soil(5). In an ecosystem model mimicking a Northern prairie wetland, trifluralin underwent approx 15% loss due to volatilization in 42 days(6). In a laboratory study, trifluralin underwent 5% evaporative losses in 10 days when incorporated to 10 cm depth in soil samples(7). The measured rate for volatilization of trifluralin from nonadsorbent sand was 3 kg/ha/day(8). Experimental volatilization half-lives for trifluralin were reported with a median of 0.82 days(9).","TRIFLURALIN"
"590836","The Henry's Law constant for diisononyl phthalate is estimated as 1.5X10-6 atm-cu m/mole(SRC) derived from its vapor pressure, 5.4X10-7 mm Hg(1), and water solubility, 0.2 mg/L(1). This Henry's Law constant indicates that diisononyl phthalate is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 50 days(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 370 days(SRC). However, volatilization from water surfaces is expected to be attenuated by adsorption to suspended solids and sediment in the water column. The estimated volatilization half-life from a model pond is 1640-1670 years if adsorption is considered(3). Diisononyl phthalate is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","1,2-BENZENEDICARBOXYLIC ACID, DIISONONYL ESTER"
"5943","The Henry's Law constant for carbon tetrachloride is 2.76X10-2 atm-cu m/mole(1). This Henry's Law constant indicates that carbon tetrachloride is expected to volatilize rapidly from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 4 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 5 days(SRC). Measured half-lives of evaporation from water ranges from minutes to hours(3-7). Carbon tetrachloride's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). Carbon tetrachloride is expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 115 mm Hg(8).","CARBON TETRACHLORIDE"
"5948","Tri-n-butyltin hydride is expected to rapidly dissociate in water to form tri-butyltin cation based upon the moisture sensitivity of the chemical(1,2). Therefore, volatilization of tri-n-butyltin hydride from natural waters is not expected to be a significant process(SRC). In addition, volatilization of tri-butyltin cations from water surfaces will not be important because cations are not expected to volatilize(SRC).","TRIBUTYLTIN"
"6129","The Henry's Law constant for carbaryl is 2.8X10-9 atm-cu m/mole(1). This Henry's Law constant indicates that carbaryl is expected to be essentially nonvolatile from water surfaces(2). Carbaryl's Henry's Law constant indicates that volatilization from moist soil surfaces is not expected to occur(SRC). Carbaryl is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 1.36X10-6 mm Hg(3).","CARBARYL"
"6212","The Henry's Law constant for chloroform is 3.67X10-3 atm-cu m/mole(1). This Henry's Law constant indicates that chloroform is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 3.5 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 4.4 days(SRC). Three laboratory studies of the evaporation of chloroform from water gave half-lives of 3-5.6 hours with moderate mixing conditions(3-5). Chloroform volatilization constants were estimated in chilled (4 °C) and boiled (100 °C) water to be 0.88/hour and 1.50/hour, respectively(6). Estimated volatilization constants in experiments at 25 and 30 °C ranged from 0.055/hour to 0.411/hour depending on the width and liquid level in the glass(6). Chloroform's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). Chloroform is expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 197 mm Hg(7).","CHLOROFORM"
"6230","The Henry's Law constant for norethindrone is estimated as 5.8X10-10 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that norethindrone is expected to be essentially nonvolatile from water and moist soil surfaces(2). Norethindrone is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 3.1X10-7 mm Hg(SRC), determined from a fragment constant method(3).","NORETHISTERONE"
"6294","The Henry's Law constant for DDD is 6.6X10-6 atm-cu m/mole(1). This Henry's Law constant indicates that DDD is expected to volatilize from water surfaces(2). Estimated volatilization half-lives for a model river and model lake are 10 days and 79 days, respectively(2). However, volatilization from water surfaces is expected to be attenuated by adsorption to suspended solids and sediment in the water column. The estimated volatilization half-life from a model pond is 134 years if adsorption is considered(3). DDD's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). DDD is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 1.35X10-6 mm Hg(4).","DDD"
"6344","The Henry's Law constant for dichloromethane is 3.25X10-3 atm-cu m/mole(1). This Henry's Law constant indicates that dichloromethane is expected to volatilize rapidly from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 2.9 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 3.7 days(SRC). Half-lives for the evaporation from water of 3-5.6 hours have been determined at moderate mixing conditions(4). When released into an estuarine bay, all the chemical dissipated within 4 km of the release point in the spring and within 8 km in the winter under ice(5). Dichloromethane's Henry's Law constant(1) indicates that volatilization from moist soil surfaces may occur(SRC). Dichloromethane is expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 435 mm Hg at 25 °C(3).","DICHLOROMETHANE"
"6348","The Henry's Law constant for carbon disulfide is 1.44X10-2 atm-cu m/mole at 24 °C(1). This Henry's Law constant indicates that carbon disulfide is expected to volatilize rapidly from water surfaces(2). Based on this Henry's Law constant, the estimated volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec) (2) is approximately 2.6 hours(SRC). The estimated volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec) (2)is approximately 3.5 days(SRC). Carbon disulfide's Henry's Law constant(1) indicates that volatilization from moist soil surfaces is expected to occur(SRC). The potential for volatilization of carbon disulfide from dry soil surfaces may exist(SRC) based upon the vapor pressure of 359 mm Hg(3).","CARBON DISULFIDE"
"6358","The Henry's Law constant for isopropyl bromide is estimated as 0.011 atm-cu m/mole(SRC) derived from its extrapolated vapor pressure, 216 mm Hg(1), and water solubility, 3180 mg/L(2). This Henry's Law constant indicates that isopropyl bromide is expected to volatilize rapidly from water surfaces(3). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(3) is estimated as 1 hour(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(3) is estimated as 4 days(SRC). Isopropyl bromide's estimated Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). The potential for volatilization of isopropyl bromide from dry soil surfaces may exist(SRC) based upon its extrapolated vapor pressure(1).","2-BROMOPROPANE"
"6372","The Henry's Law constant for chlorodifluoromethane is 4.06X10-2 atm-cu m/mole(1). This Henry's Law constant indicates that chlorodifluoromethane is expected to volatilize rapidly from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 2.7 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 3.7 days(SRC). Chlorodifluoromethane's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). Chlorodifluoromethane is expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 7.25X10+3 mm Hg(3).","CHLORODIFLUOROMETHANE"
"6406","The Henry's Law constant for acetone cyanohydrin is estimated as 1.23X10-7 atm-cu m/mole(SRC) derived from its vapor pressure, 1.1 mm Hg at 25 °C(1), and assigned value for water solubility of 1X10+6 mg/L (miscible)(2). This Henry's Law constant indicates that acetone cyanohydrin is expected to be essentially nonvolatile from water surfaces(3). In addition, a hydrolysis rate of 4.47 1/hr (half-life 9 minutes) at pH 7.02 at 26 °C(4) indicates that volatilization from water is unlikely to occur. Acetone cyanohydrin is expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","2-METHYLLACTONITRILE"
"6564","The Henry's Law constant for 1,2-dichloropropane is 2.82X10-3 atm-cu m/mole(1). This Henry's Law constant indicates that 1,2-dichloropropane is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 3 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 4 days(SRC). 1,2-Dichloropropane's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). The potential for volatilization of 1,2-dichloropropane from dry soil surfaces may exist(SRC) based upon a vapor pressure of 53.3 mm Hg(3). The mean half-life of 1,2-dichloropropane in dissipation studies using soils not previously fumigated with D-D was 52 days(4). The rate changed by a factor of approximately 2 for every 10 °C change in the environmentally important range of 2 °C to 20 °C(4).","1,2-DICHLOROPROPANE"
